"recipe_id","recipe_name","unit_g","calories_kcal","protein_g","fat_g","saturated_fat_g","carbohydrate_g","dietary_fiber_g","sugar_g","vitamin_c_mg","vitamin_a_ug","vitamin_e_mg","vitamin_b1_mg","vitamin_b2_mg","vitamin_b6_mg","vitamin_b12_ug","sodium_mg","potassium_mg","calcium_mg","magnesium_mg","iron_mg","zinc_mg","phosphorus_mg","nicotinin_mg","folate_ug","alpha_carotene_ug","beta_carotene_ug","water_g","ash_g"
33128,杏鮑菇胡椒魚,788,917.69,55.65,14.42,4.42,156.76,15.37,15.66,175.44,925.26,4.53,0.33,0.43,1.69,4.47,1565.67,2515.15,155.8,164.61,8.39,5.34,763.75,14.37,215.26,246.5,1537.08,552.02,10.68
33129,XO醬雞蛋豆腐,478,579.68,31.84,39.74,8.45,27.15,4.67,7.51,20.77,273.63,22.95,0.21,3.73,0.45,0.79,2557.28,1071.68,147.55,126.71,5.9,3.87,3298.63,2.6,100.2,3.0,509.55,370.64,9.09
33130,豆酥鮮蚵,642,1255.88,54.09,46.15,8.12,167.59,11.89,5.14,20.97,226.1,11.1,0.26,3.14,1.23,154.85,3003.8,1108.07,478.24,255.59,32.4,5.64,688.19,6.0,135.42,22.7,360.75,361.81,12.87
33131,辣子雞丁,679,804.47,66.26,40.37,12.17,48.47,8.12,7.74,40.63,512.93,9.83,0.61,0.96,1.97,2.12,2061.53,1593.66,113.05,130.06,11.22,7.83,778.52,14.85,127.52,119.02,591.4,515.04,9.3
33132,韓式炸醬麵,1315,2036.1,72.05,6.5,0.15,431.2,13.0,28.0,61.0,162.4,2.15,0.0,0.0,0.0,2.5,3948.55,3400.25,296.95,191.9,9.3,10.2,1184.45,9.05,208.7,50.0,291.0,791.35,13.9
33133,五香排骨酥,45,122.05,2.1,1.0,0.1,30.9,8.1,5.1,0.9,18.6,7.8,0.0,0.0,0.3,0.0,24.15,191.1,112.7,69.3,9.0,0.4,41.5,0.5,16.7,6.3,34.0,9.8,1.3
33134,古早味滷排骨,1380,1718.66,126.03,93.02,36.43,105.32,19.91,8.72,86.1,219.76,9.14,6.31,0.2,1.59,6.0,1328.18,5860.55,436.5,276.56,14.8,15.79,1634.88,30.5,111.24,6.3,328.32,1045.08,16.56
33135,香烤雞腿,940,1720.52,149.93,112.28,31.66,21.5,8.0,5.1,28.37,320.3,26.44,0.99,1.62,2.35,4.95,938.31,2375.24,209.49,216.78,17.8,17.21,1453.33,40.07,82.07,0.0,62.7,649.22,8.2
33136,椒鹽龍珠,50,176.9,8.4,11.55,2.45,14.3,3.35,1.55,9.15,139.15,5.0,0.3,0.0,0.1,0.0,150.9,287.05,35.5,71.25,1.25,1.75,150.35,4.45,75.5,2.5,277.1,14.65,1.1
33137,炸鮮奶,443,408.92,12.0,16.0,8.0,57.71,0.0,18.5,0.8,172.0,0.0,0.0,0.0,0.0,4.0,249.32,719.63,402.28,41.42,0.02,0.01,338.03,0.0,8.8,0.0,20.0,356.4,4.48
33138,鳳梨蜜雞柳,727,380.48,41.2,3.21,0.72,54.23,14.75,21.3,339.96,427.31,2.42,0.22,0.17,1.44,0.0,655.49,2238.89,152.46,155.84,7.45,1.8,516.39,16.07,97.52,30.0,810.78,622.73,7.32
33139,黑橄欖莎莎醬麵包,158,32.78,1.72,0.22,0.04,7.84,2.74,3.0,18.0,598.08,3.43,0.0,0.01,0.01,0.0,922.51,1674.03,41.08,23.89,1.04,0.07,50.76,0.06,1.77,1.57,1195.36,142.73,4.97
33140,紫地瓜派,740,1266.45,14.6,37.45,26.4,218.35,17.25,34.1,129.25,368.25,241.1,0.0,0.0,0.0,0.0,1366.05,3614.15,346.7,177.9,1.5,0.15,380.65,6.85,83.4,0.0,29.1,457.25,12.35
33141,客家鹹豬肉,945,3303.26,136.5,295.81,115.26,20.11,3.86,0.32,8.45,221.36,4.79,5.19,1.19,2.9,7.29,1323.36,3801.0,106.86,187.72,11.22,15.01,1244.15,34.76,28.8,0.0,4.5,479.65,13.01
33142,蘑菇堅果燉豆飯,543,1665.54,31.68,59.02,39.2,254.91,9.66,3.6,15.35,1306.25,2.94,0.0,0.01,0.01,0.0,1148.1,2172.93,71.11,129.99,1.6,4.37,394.07,10.48,107.2,256.31,1384.36,187.57,7.22
33143,高麗菜醃,510,106.14,5.0,0.0,0.0,25.28,5.0,15.0,185.0,80.0,0.0,0.0,0.0,0.0,0.0,1889.12,3535.64,263.86,64.42,0.36,0.02,158.34,0.0,100.0,0.0,155.0,465.06,14.64
33144,鹹蛋四季豆,330,308.36,21.47,19.32,6.4,14.44,4.21,3.59,23.03,288.75,3.27,0.37,0.86,0.41,3.6,3057.29,568.0,171.66,60.01,5.12,2.9,401.3,1.53,97.56,17.1,111.63,265.26,9.43
33145,泡菜雞柳,130,258.37,18.25,11.7,2.22,19.99,1.09,5.2,9.99,144.4,3.71,0.11,0.08,0.45,0.3,2964.23,1605.15,22.67,29.61,0.92,0.49,193.14,6.1,13.52,2.55,272.11,70.4,10.67
33146,青龍羊肋條,55,129.44,2.9,6.07,1.22,16.75,1.09,5.2,8.31,138.09,1.29,0.04,0.03,0.2,0.0,3132.01,1402.12,20.08,12.13,0.76,0.21,41.11,0.38,14.8,2.54,272.12,18.85,10.46
33147,炸莫札瑞拉起司壽司,412,1296.5,45.75,15.88,3.61,247.6,9.85,7.73,0.35,828.95,14.73,0.49,0.64,0.75,6.77,2402.92,890.52,142.61,136.74,7.34,3.82,541.88,4.55,240.9,2.84,1475.6,92.99,9.3
33148,鮭魚洋蔥壽司捲,200,579.93,14.73,49.65,7.57,21.09,1.7,8.99,0.0,622.45,25.18,0.06,0.37,1.68,7.66,2116.95,1476.12,326.12,100.66,1.97,3.72,525.75,1.1,83.93,0.0,1187.91,105.56,8.45
33149,電鍋上菜 | 蒜味香魚,160,252.52,8.33,10.18,1.68,35.02,3.26,5.94,14.02,139.65,4.8,0.13,0.09,0.99,0.0,2433.98,533.8,15.72,45.74,2.47,0.91,157.9,0.82,46.15,2.5,278.11,99.18,7.24
33150,抗過敏料理 ▪ 黃耆枸杞燴羊肉,48,46.92,2.33,0.7,0.2,10.62,4.09,3.28,3.65,522.7,0.2,0.0,0.0,0.1,0.0,1802.47,1531.54,54.66,24.68,2.2,0.65,64.87,0.35,45.98,185.2,951.72,26.87,7.48
33151,橙汁鱈魚,380,307.5,42.74,6.1,3.0,26.82,2.09,5.02,24.91,447.69,0.11,0.04,0.02,0.06,0.0,2516.01,3029.67,79.88,66.29,2.19,3.1,437.11,3.25,29.22,0.0,1.35,288.33,13.04
33152,蘆筍蝦仁,515,184.29,30.7,0.14,0.04,18.56,4.09,5.19,35.33,540.39,3.22,0.03,0.04,0.23,5.0,1590.72,927.3,137.81,82.42,4.8,5.19,905.71,4.94,127.41,1.5,1082.0,459.6,5.97
33153,蔥爆花枝,280,239.78,26.79,9.36,1.34,21.65,3.01,4.19,13.35,143.45,6.84,0.03,0.04,0.25,2.0,685.76,537.61,108.46,112.57,4.24,2.91,274.16,2.68,64.49,2.3,269.8,220.34,3.8
33154,牛肉扁豆,365,799.16,58.78,57.16,27.04,11.94,2.61,4.19,11.35,175.85,3.74,0.03,0.04,0.25,9.0,651.5,1153.32,82.97,91.68,9.81,12.71,478.4,9.48,47.79,1.5,260.9,232.57,4.59
33155,青椒雞片,318,357.51,52.59,12.01,2.47,8.26,2.07,1.27,15.45,238.66,3.82,0.08,0.31,0.29,0.47,679.9,1021.37,85.03,94.57,3.81,1.42,601.55,16.49,62.57,1.5,259.6,243.23,3.94
33156,白起司蛋糕,685,2059.15,44.85,133.14,94.24,181.82,2.48,124.13,43.34,1471.0,6.16,0.08,0.01,0.04,1.0,3547.25,558.94,1371.3,87.19,2.69,6.66,1036.08,0.63,39.0,0.0,359.0,313.22,12.46
33157,烤起司蛋糕,1572,3383.52,44.25,221.5,146.0,327.55,3.0,195.0,7.5,2198.5,8.25,0.0,0.0,0.0,10.0,2011.85,3035.07,1081.27,146.82,1.77,1.5,1004.58,1.5,71.12,0.0,50.0,970.63,17.08
33158,牛排三明治,38,52.59,1.6,1.82,1.31,6.91,1.3,0.13,0.07,25.24,0.12,0.01,0.04,0.06,0.03,1960.06,2630.04,96.25,27.2,3.2,0.27,46.46,0.1,2.88,0.0,15.53,16.92,10.31
33159,羅勒鮮蝦三明治,38,152.57,3.12,13.61,4.26,5.64,1.4,0.29,0.3,56.82,1.99,0.03,0.07,0.08,0.06,1162.29,1327.24,126.59,26.64,3.03,0.49,76.61,0.11,4.68,0.08,43.73,9.31,5.87
33160,方塊費南雪,274,1120.2,13.8,70.77,40.41,114.48,2.83,75.02,2.46,550.22,6.07,0.0,0.15,0.0,0.0,1308.71,1544.5,81.74,51.27,0.99,1.58,187.06,0.42,30.82,0.0,0.03,68.74,6.9
33161,鹽味奶油生焦糖,592,3270.77,3.01,240.01,168.01,296.11,0.02,290.01,0.51,2358.0,9.01,0.0,0.0,0.0,0.0,947.96,56.25,66.19,6.15,0.0,0.0,75.33,0.0,0.0,0.0,0.0,49.36,3.01
33162,電鍋甜點 | 日式芝士蛋糕,605,2512.05,51.85,217.81,151.38,99.06,0.03,84.34,6.8,2394.94,10.05,0.1,0.54,0.13,0.94,3973.1,343.98,1302.92,67.84,4.12,7.48,1120.49,0.2,91.32,0.0,354.0,223.28,13.03
33163,橙汁排骨,362,736.06,46.31,37.33,14.08,54.79,1.88,30.28,20.92,108.93,2.11,2.12,0.28,0.14,2.47,1110.26,2108.5,188.93,75.71,5.51,4.98,557.37,8.45,42.24,0.0,0.9,217.62,7.83
33164,梅汁鮮蝦,80,74.87,13.25,0.42,0.15,3.94,0.15,2.15,3.03,6.7,0.71,0.06,0.06,0.03,1.53,641.15,884.18,18.41,13.62,0.45,1.12,154.69,2.81,2.3,0.0,13.45,58.76,3.58
33165,青芒牛柳,118,197.59,8.36,4.91,1.68,30.07,0.99,2.52,6.94,182.87,1.32,0.05,0.27,0.27,0.47,586.06,235.89,50.93,23.36,2.29,1.02,141.89,0.25,48.38,1.5,184.14,72.6,2.03
33166,西班牙烘蛋櫬臘味香腸,1110,773.32,34.5,10.83,3.38,139.45,13.34,27.53,188.54,613.46,2.92,0.69,0.82,1.58,0.94,1124.93,5307.85,126.41,231.84,7.81,7.91,645.81,14.54,226.53,0.0,865.01,910.9,14.47
33167,伯爵茶磅蛋糕,423,1759.46,28.76,115.64,61.46,162.78,5.58,88.36,4.18,967.35,12.01,0.1,1.35,0.12,0.94,595.15,479.46,158.27,91.07,3.78,4.44,542.12,1.29,128.62,0.0,0.79,111.61,3.59
33168,三椒煸雞,310,531.31,50.2,34.09,10.04,3.15,1.25,0.07,12.55,152.44,7.33,0.33,0.54,0.84,1.65,783.34,1327.27,50.2,68.9,4.91,5.74,490.44,13.44,29.38,2.84,110.84,218.19,4.75
33169,培根菜飯,2225,2345.19,77.89,72.0,25.31,354.91,17.58,36.17,539.71,245.72,3.8,2.18,0.51,2.79,2.1,2035.58,4553.32,631.93,242.06,8.6,14.43,1194.27,19.21,329.95,0.0,393.25,1706.12,16.89
33170,泰式椰汁紅咖哩鮮蝦,1670,1033.59,150.64,27.05,18.94,57.49,11.51,18.08,2.52,276.26,42.0,0.96,1.07,2.86,22.69,7831.35,1063.98,577.91,251.92,27.15,12.65,4565.73,10.46,306.44,10.19,511.68,1412.92,22.64
33171,麵包丁五彩濃湯,1170,1050.39,55.83,33.51,14.12,142.36,4.0,13.68,89.97,507.23,1.92,3.06,0.36,0.78,3.68,28250.66,1383.93,327.5,133.36,20.5,2.93,1250.51,10.16,122.94,0.0,12.5,867.87,74.06
33172,蟹肉海鮮山藥羹,335,239.47,14.52,0.15,0.08,45.68,4.8,3.22,14.55,3108.75,0.05,0.0,0.3,0.05,0.06,1104.14,2618.78,65.31,66.67,5.12,2.15,133.79,0.24,27.42,1157.5,5639.25,266.65,8.02
33173,青蔬羅勒番茄暖湯,45,291.6,1.65,30.5,4.95,6.0,2.8,0.2,0.0,73.3,6.75,0.0,0.15,0.15,0.0,1060.8,2370.75,38.65,36.45,4.2,0.3,41.6,0.55,6.9,0.3,146.3,1.05,5.85
33174,赤小豆消腫湯,45,125.35,9.2,0.4,0.0,25.35,6.4,0.4,4.8,14.4,4.4,0.4,0.0,0.0,0.0,917.45,1679.5,57.65,71.0,2.2,1.2,152.95,0.8,166.0,0.0,28.8,4.05,6.0
33175,燕麥鬆餅,105,394.8,8.05,5.0,2.8,78.1,2.0,0.0,5.0,39.3,1.15,0.0,0.0,0.0,0.0,16.75,148.9,13.0,26.1,1.0,1.0,76.25,1.0,40.0,0.0,0.0,12.8,0.05
33176,果醬麥片杯,5,13.45,0.0,0.05,0.05,3.25,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.1,2.65,0.35,0.25,0.0,0.0,0.95,0.0,0.25,0.0,0.0,1.65,0.0
33177,燕麥棒,25,77.0,0.0,0.0,0.0,20.0,0.0,15.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,0.0
33178,香料椰香綠竹筍,208,214.09,10.31,5.51,2.41,40.54,9.86,1.06,19.18,810.13,2.58,0.26,0.15,0.86,0.0,438.44,3529.49,120.96,94.36,7.13,1.69,220.66,1.51,42.04,4.54,1618.16,148.39,3.34
33179,枸杞天麻蒸豬腦,25,41.05,0.0,0.0,0.0,9.85,0.9,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.75,1312.4,15.95,3.1,0.3,0.0,5.55,0.0,1.0,0.0,0.0,10.15,4.9
33180,絲瓜煎餅,779,1348.79,44.97,27.89,5.87,238.94,20.8,8.92,41.83,2539.03,11.26,0.31,1.07,0.91,1.02,1130.57,2976.29,197.63,170.62,9.71,6.14,653.65,8.75,409.02,828.0,4302.46,455.62,9.18
33181,堅果豆腐,100,436.0,13.0,15.0,5.0,65.0,8.0,24.0,48.0,94.0,249.0,1.0,1.0,1.0,0.0,42.0,724.0,351.0,117.0,7.0,2.0,391.0,2.0,111.0,0.0,187.0,3.0,2.0
33182,生鮪魚沙拉,10,33.3,1.5,2.75,0.4,1.5,0.55,0.05,0.05,0.0,1.15,0.05,0.0,0.1,0.0,251.8,42.55,3.35,21.65,0.45,0.2,42.3,0.3,6.05,0.0,0.0,3.6,0.65
33183,鹿尾菜雜煮,300,187.94,5.21,5.32,0.77,34.74,6.6,23.24,13.55,15538.4,3.15,0.1,0.14,0.68,0.0,1738.92,612.35,67.91,43.66,1.49,0.7,110.8,1.62,54.05,5788.33,28183.9,250.08,4.67
33184,義大利蔬菜濃湯,20,106.88,0.43,10.06,1.63,4.91,1.44,0.04,0.34,8.63,1.86,0.01,0.0,0.09,0.0,189.56,280.67,24.28,21.3,2.73,0.08,9.92,0.12,3.76,0.08,17.17,2.85,1.3
33185,胡椒蝦,350,356.24,68.59,3.15,0.06,16.64,2.86,0.5,12.76,7.34,3.18,0.05,0.01,0.39,9.0,1374.69,1747.72,60.04,79.1,3.32,6.44,792.01,15.29,20.15,0.0,14.72,253.13,8.5
33186,微波爐上菜 | 普羅旺斯燉蔬菜,22,148.49,0.23,15.06,2.45,4.45,1.62,0.01,0.06,14.12,2.79,0.0,0.0,0.05,0.0,189.47,268.95,29.91,21.05,2.82,0.06,5.47,0.1,2.2,0.13,28.11,0.63,1.28
33187,沙朗牛肉捲壽司,1226,2081.82,36.34,17.77,2.91,438.07,8.89,22.63,20.92,1665.19,8.08,0.28,0.25,1.26,0.0,5068.72,5021.01,156.57,181.23,8.66,7.67,513.0,6.05,180.53,0.0,3330.46,712.66,21.76
33188,酥脆鮮蝦卷,1840,6779.11,46.53,514.59,84.05,504.54,9.2,19.04,21.23,443.93,102.71,0.34,0.22,0.73,0.06,5070.56,2101.57,87.75,136.17,6.36,8.27,549.2,6.42,129.54,89.04,810.97,758.03,16.41
33189,蘋果肉桂三明治,1360,1795.56,20.38,52.76,34.12,354.54,50.44,208.42,29.72,620.76,10.18,0.36,0.2,0.64,0.48,885.24,1622.04,686.2,124.32,16.28,5.6,297.38,2.56,144.32,4.32,437.88,924.74,7.66
33190,味噌燒肉,345,953.5,29.78,7.15,1.99,210.03,20.61,151.48,3.46,8.44,3.25,0.12,0.32,1.49,7.0,4210.1,940.52,471.4,282.97,30.66,2.26,357.6,6.59,118.35,0.0,2.27,82.83,15.22
33191,果香煎豬排,415,273.02,3.74,0.73,0.24,71.84,8.09,49.93,31.6,75.32,1.25,0.05,0.04,0.14,0.0,893.48,618.14,78.07,71.55,5.61,0.6,75.53,0.34,31.53,0.0,150.22,335.54,3.17
33192,果香牛肉,2204,1626.9,86.01,34.92,15.7,266.53,32.28,119.3,171.61,22883.67,20.04,0.14,0.06,3.27,9.01,5349.77,5549.38,371.03,327.36,16.4,16.19,1032.79,19.89,216.9,8102.5,41690.21,1795.4,26.16
33193,養生滷豬腳,1338,1407.74,188.26,38.65,9.65,79.02,26.32,17.18,44.28,2070.07,2.59,9.15,0.2,0.87,0.0,585.36,4851.84,598.91,388.12,25.38,29.55,1930.16,28.81,135.55,727.08,3723.08,1009.58,13.48
33194,日式醬燒秋刀魚,488,1534.6,84.61,116.55,28.56,31.48,0.0,31.26,0.45,58.5,3.3,0.03,1.26,1.17,33.48,250.89,1062.44,50.26,103.69,4.06,1.8,819.47,33.4,0.17,0.0,0.0,250.35,4.51
33195,醬燒肉片,660,890.66,65.61,56.45,17.7,30.34,8.56,7.44,64.23,347.28,10.61,3.26,0.19,3.66,3.0,1113.51,4195.51,352.17,167.19,9.88,10.66,727.28,19.66,136.15,1.2,610.11,494.29,10.09
33196,果味蝦仁,879,1712.88,40.71,71.97,12.1,227.16,5.79,26.28,9.09,215.65,35.03,0.27,0.47,0.72,5.0,3315.92,1905.62,238.09,68.78,8.51,4.75,1069.0,2.06,119.26,0.0,177.09,528.65,10.46
33197,芹菜炒中卷 (影片),541,368.74,30.43,8.31,1.46,55.52,9.61,1.74,35.77,564.97,6.99,0.3,0.14,1.51,2.98,522.76,1378.37,244.68,121.62,5.12,2.75,475.02,1.79,91.48,3.0,1114.73,441.48,5.31
33198,辣醬熱狗堡（影片）,626,1064.18,41.91,59.8,20.06,96.01,6.4,46.95,71.59,322.51,14.32,0.96,0.31,0.83,2.44,3323.48,1454.62,91.03,92.34,5.64,4.01,479.85,12.13,42.99,3.0,567.64,417.01,12.25
33199,奶油烤杏鮑菇（影片）,805,990.69,32.03,57.37,39.87,104.54,25.55,20.55,62.91,632.54,13.88,0.22,0.21,0.94,0.06,1252.67,2473.11,588.94,225.56,14.99,7.71,770.42,23.57,213.41,9.46,172.03,599.59,11.49
33200,花枝雙舞,2325,1622.66,196.64,18.3,6.55,209.53,5.37,46.72,104.49,538.13,13.12,2.32,1.01,1.55,16.54,3676.84,4716.35,319.94,548.47,14.05,14.72,1862.76,19.95,358.15,255.0,217.77,1873.22,27.54
33201,一人豆漿鍋 (影片),954,717.39,65.02,39.85,10.89,32.27,13.72,15.28,341.81,120.05,10.49,0.57,0.97,1.92,1.69,1434.36,3670.76,188.69,150.37,9.25,8.26,787.26,16.86,378.4,0.0,47.04,805.8,11.88
33202,和風牛蒡絲 (影片),880,1348.33,114.3,59.81,27.67,91.09,13.85,33.63,21.14,28.62,4.98,0.78,1.19,4.75,15.8,1807.25,2944.35,153.92,293.39,20.19,21.81,1152.63,24.04,62.5,0.0,16.68,603.19,11.72
33203,法國先生三明治 (影片),1294,1637.35,269.73,34.66,20.59,47.02,3.5,5.0,38.64,385.01,7.44,1.86,0.95,4.74,5.1,2707.94,4954.95,376.41,373.18,8.95,6.8,2846.57,93.48,70.72,1.62,97.59,936.86,21.49
33204,蟹肉花椰菜,574,369.94,33.23,6.5,1.27,57.24,11.38,7.86,167.98,13.52,6.42,0.37,0.42,4.69,2.58,2323.62,3373.06,577.45,193.33,4.46,7.42,1077.59,2.77,261.35,0.0,13.22,462.86,14.67
33205,泰式香辣豬肉 (影片),100,83.55,1.95,0.15,0.0,21.25,3.5,11.9,35.9,516.3,0.75,0.0,0.0,0.25,0.0,930.35,1524.45,72.6,36.8,3.4,0.3,48.35,0.6,20.0,5.75,1029.2,70.75,5.9
33206,韓式雞腿,940,838.6,73.45,35.25,9.05,66.8,18.25,2.35,43.15,1111.6,12.2,0.25,0.1,0.8,3.0,2251.9,3892.8,296.95,190.2,8.75,9.05,888.55,15.4,255.15,0.0,2032.75,748.8,15.7
33207,烏龍冷麵（影片）,312,712.8,34.8,5.52,0.92,135.04,7.36,0.43,0.86,274.78,6.04,0.15,0.34,0.78,7.45,2957.35,1276.06,108.78,107.43,5.74,2.29,424.39,6.27,97.59,15.0,532.23,127.26,9.91
33208,橙汁排骨 (影片),308,630.55,39.6,28.03,10.01,52.22,1.41,30.0,2.03,99.07,6.76,2.0,0.01,2.02,2.0,920.3,976.91,27.34,55.07,4.08,4.02,294.93,12.04,12.1,0.0,142.14,181.27,5.15
33209,鮭魚滷肉飯 (影片),885,1191.59,101.14,21.88,10.94,144.13,6.13,22.89,22.41,399.09,4.08,0.99,0.96,3.62,13.14,3268.74,2447.13,85.16,214.13,5.36,6.54,1162.43,32.37,118.52,22.7,355.45,609.71,12.9
33210,墨西哥辣醬雞腿排,335,577.44,52.22,36.72,10.42,6.97,0.76,0.05,9.44,110.4,9.61,0.39,0.57,0.98,1.65,1227.37,909.15,27.57,86.32,4.25,5.97,541.78,13.7,38.1,0.0,28.2,234.77,4.69
33211,竹筍牛肉串,208,206.88,11.23,0.97,0.49,46.51,7.95,2.64,18.87,51.0,0.99,0.31,0.14,1.47,0.0,1803.91,2209.64,89.03,56.81,4.12,1.92,249.77,1.1,90.14,0.0,100.6,139.78,8.99
33212,香蒜醬烤秋刀魚,380,708.86,41.71,39.84,10.01,52.7,8.6,2.64,19.05,71.07,2.11,0.32,0.59,2.12,11.16,2329.31,1368.05,102.05,114.26,7.3,2.66,555.38,12.45,101.46,0.0,101.73,236.78,9.0
33213,核桃橄欖油拌飯,343,1317.6,27.43,49.7,6.21,194.38,4.64,0.85,6.23,196.69,13.1,0.34,0.12,0.4,0.0,1675.92,1870.38,79.14,166.86,2.57,4.8,419.36,4.72,77.77,22.83,381.91,62.82,8.62
33214,普羅旺斯香料烤豬肋,705,839.27,63.85,43.53,16.27,48.97,8.01,18.68,44.87,7811.6,2.04,2.82,0.52,2.28,2.31,249.72,2062.01,103.08,122.04,5.81,6.94,528.96,19.81,55.51,2894.16,14094.2,542.55,6.15
33215,沙茶羊肉,366,535.72,67.26,23.0,8.02,15.83,4.03,0.53,12.16,197.59,9.72,0.06,0.01,0.48,9.0,1168.08,2510.48,97.92,97.01,9.91,24.68,606.7,12.81,37.38,4.2,333.19,253.98,8.82
33216,廣式番茄煮蛋,765,670.47,58.32,38.96,13.44,27.09,3.25,11.94,46.32,2261.86,11.55,0.4,2.16,0.48,3.76,1595.77,2634.08,246.88,83.51,8.91,6.05,905.56,0.56,298.48,0.0,3079.3,631.71,9.04
33217,薄荷鮮果雞胸,280,112.96,3.01,0.24,0.04,31.02,4.46,18.99,173.91,762.73,1.27,0.01,0.02,0.11,0.0,8.89,616.06,76.12,42.72,0.74,0.15,46.93,0.19,116.87,0.0,1527.46,245.11,0.61
33218,台式炒米粉,2050,1311.45,45.57,4.67,0.24,293.82,30.04,50.59,497.53,15739.24,5.15,0.66,0.45,3.03,1.28,2971.65,5177.98,956.34,298.54,12.32,7.6,1176.94,8.32,418.95,5788.33,28578.15,1685.18,21.75
33219,白菜冬粉煲,365,697.65,22.76,16.84,5.61,116.38,4.42,2.22,22.1,237.9,1.37,1.13,0.13,0.18,1.01,3886.5,2288.58,162.88,70.23,6.11,4.58,366.82,5.9,91.02,0.0,429.59,196.97,14.02
33220,鮮味花枝米粉湯,1095,1156.01,98.11,25.73,8.58,150.06,10.7,0.4,31.29,752.71,6.05,1.75,0.24,2.25,6.57,1480.64,3229.14,200.64,267.36,8.72,8.4,1026.2,15.27,249.08,178.0,1335.22,804.97,14.66
33221,洋風涼拌天使麵,546,324.47,37.4,13.5,3.6,21.81,2.88,4.25,39.09,644.62,8.18,0.12,0.07,0.21,5.75,2187.8,1105.76,191.68,139.12,2.18,3.75,586.27,2.41,46.1,0.1,1220.84,464.72,8.48
33222,雞肉串燒,742,1110.05,101.0,70.59,20.6,12.93,2.06,1.68,60.63,194.45,15.51,0.74,1.09,1.62,3.3,756.12,1766.23,83.17,132.38,7.77,11.58,1001.48,26.8,55.75,0.02,3.67,552.45,5.75
33223,地瓜芝麻起士燒,455,737.45,18.5,16.8,8.4,129.1,10.25,20.95,76.15,128.4,7.55,0.15,0.0,0.15,0.0,817.9,1422.5,601.5,150.85,3.7,1.8,462.7,4.75,65.7,0.0,70.8,283.7,6.9
33224,義式百匯菇沙拉,210,137.6,6.1,8.0,5.6,16.2,7.0,4.0,0.0,79.6,0.3,0.0,0.0,0.0,0.0,35.5,550.8,6.0,28.2,1.0,2.0,170.5,9.0,88.0,0.0,2.0,178.6,2.1
33225,【萬聖節食譜】希臘香烤甜桃沙拉,30,77.31,0.46,5.11,0.8,8.73,1.8,3.07,3.98,437.35,1.0,0.0,0.0,0.05,0.0,925.9,1357.6,48.9,28.85,3.55,0.1,13.0,0.15,5.93,0.05,874.6,10.45,5.25
33226,起士茄子捲沙拉,5,0.55,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.05,1300.3,14.45,2.2,0.2,0.0,4.15,0.0,0.0,0.0,0.0,0.05,4.8
33227,雞肉甜椒沙拉,505,568.9,60.1,18.5,6.2,44.0,15.8,0.3,271.1,662.25,13.9,0.0,0.0,0.5,0.0,146.0,1473.2,227.7,209.3,11.7,1.5,726.0,22.9,39.1,16.35,1271.45,378.4,5.6
33228,金黃炸蚵仔酥,425,571.0,22.5,0.25,0.0,125.75,7.5,0.0,7.75,85.25,4.75,0.0,2.5,0.25,127.5,1716.5,531.0,419.5,235.25,34.25,2.75,315.25,3.0,58.0,0.0,105.75,268.75,8.5
33229,輕涮麥豬泡菜飯糰,36,24.91,0.79,0.12,0.06,5.81,1.03,0.12,3.22,161.12,0.51,0.01,0.04,0.08,0.01,368.33,85.09,34.84,10.41,0.75,0.16,14.24,0.3,5.11,3.59,320.46,28.03,1.25
33230,春筍海老加州酪梨捲,235,275.76,18.15,18.61,3.04,11.19,4.5,2.33,7.89,298.37,9.3,0.08,0.15,0.14,1.46,302.55,658.33,206.67,85.49,6.0,2.72,279.56,1.84,53.76,0.0,585.93,185.21,3.16
33231,紅豆牛奶剉冰,470,1802.13,1.13,1.18,0.59,461.77,0.0,457.86,0.09,10.42,0.3,0.01,0.08,0.01,0.04,17.83,63.13,49.64,4.64,0.02,0.17,30.94,0.26,0.49,0.0,0.0,5.65,0.27
33232,南瓜絲絨濃湯,770,1861.17,19.8,173.91,116.59,71.54,9.23,17.16,50.58,3817.12,9.54,0.17,0.05,0.27,0.22,10686.19,2609.43,214.57,113.78,11.01,0.92,418.06,3.7,145.33,910.0,4025.0,472.33,32.62
33233,薰衣草奶酪,1397,5436.83,20.51,421.19,290.85,429.62,0.0,413.26,0.0,4145.34,15.51,0.0,0.0,0.0,5.0,1808.07,936.35,612.36,62.55,0.17,0.0,564.14,0.0,7.38,0.0,25.68,520.34,10.34
33234,花生牛奶冰,1000,4548.36,141.78,228.6,49.08,570.4,47.64,426.4,5.1,0.0,90.54,6.42,0.36,2.7,0.0,79.96,4027.68,555.92,1302.3,20.82,28.32,2622.12,84.6,1361.58,0.0,0.0,45.06,14.16
